message_id,translation
609,     종료하려면 <0x15> 누르기     
610,초기 스킬 보너스 배정
650,이름
651,초상화
652,직업
653,교체
654,종료
660,새 캐릭터 직업 선택
661,취소하려면 *취소* 선택
670,경고! 이 캐릭터는 사라집니다!!
671,정말 교체하시겠습니까?
675,아니요
676,예
700,      주문      
701,시전할 주문 선택
702,새 $ 주문을 배웠습니다!
703,주문서에 넣을 새 주문 선택
704,마법사
705,사제
706,연금술사
707,사이오닉
720,주문이 당신의
721,^개인 주문서에 기록되었습니다.
725,아직 수준이 부족하여
726,^이 주문을 주문서에 기록할 수 없습니다.
730,이 주문을 배울 수 없습니다.
750,     보관 가방     
751,넣기
752,꺼내기
753,버리기
754,나가기
760,보관 가방에 어떤 아이템을 넣습니까?
761,어떤 아이템을 꺼냅니까?
762,어떤 아이템을 버립니까?
800,없음
801,숙련자
802,전사
803,약탈자
804,검투사
805,검사
806,전쟁군주
807,정복자
808,*왕가의_화환
809,*황금_망령
810,없음
811,마술사
812,소환사
813,흑마법사
814,마도사
815,강령술사
816,대마법사
817,마구스
818,*검은_발톱
819,*루비_군집
820,없음
821,수련사제
822,치유사
823,보좌사제
824,드루이드
825,대사제
826,총대주교
827,성인
828,*성십자가
829,*수정_성배
830,없음
831,도적
832,협잡꾼
833,노상강도
834,매복꾼
835,해적
836,그림자의 달인
837,길드마스터
838,*에메랄드_걸쇠
839,*청동_죔쇠
840,없음
841,숲지기
842,정찰병
843,궁수
844,길잡이
845,무기 전문가
846,선봉 기병
847,레인저 로드
848,*진의_활
849,*화살의_달인
850,없음
851,약초사
852,의사
853,숙련자
854,주술사
855,소환술사
856,영약의 달인
857,마법부여사
858,*공기의_달인
859,*구체의_달인
860,없음
861,음유시인
862,성가대장
863,소네트 시인
864,트루바두르
865,시인
866,류트의 달인
867,뮤즈
868,*아폴론의_투사
869,*나무_피리
870,없음
871,영능자
872,점술가
873,환시자
874,환술사
875,신비가
876,신탁자
877,예언자
878,*영능_수정
879,*빛의_달인
880,없음
881,창병
882,전사
883,기병
884,기사단원
885,투사
886,여걸
887,올림피안
888,*에시르의_신성
889,*마이나드의_용맹
890,없음
891,수도사
892,교구대리
893,참사회원
894,성직재판관
895,교구장
896,추기경
897,교황
898,*신성한_미르미돈
899,*성스러운_지팡이
900,없음
901,종자
902,용사
903,기사
904,기사단원
905,성기사
906,성전사
907,군주
908,*왕가의_수호자
909,*왕국의_투사
910,없음
911,도검사
912,슈겐자
913,하타모토
914,다이쇼의 달인
915,다이묘
916,전쟁군주
917,쇼군
918,*검의_달인
919,*매의_달인
920,없음
921,수련생
922,형제
923,제자
924,사도
925,달인
926,정결한 자
927,대종사
928,*꽃의_달인
929,*사풍의_달인
930,없음
931,게닌
932,처형인
933,암살자
934,추닌
935,달인
936,조닌
937,대사부
938,*연기의_달인
939,*용의_달인
1000,<0x1B><0x08><0x09><0x0A><0x0B><0x0D>
1001,<0x7F>__전체_옵션__<0x7F>
1002,추가
1003,확인
1004,제외
1005,새_게임
1006,계속하기
1007,캐릭터
1008,설정
1009,타이틀
1010,종료
1050,이 아이콘들의 마법어를 입력하세요
1100,캐릭터 이름 >
1101,* 캐릭터 명단 가득 참 *
1102,* 이미 존재하는 캐릭터 *
1103,이 캐릭터를 저장하시겠습니까?
1104,캐릭터 종족 선택
1105,캐릭터 성별 선택
1106,캐릭터 직업 선택
1107,보너스
1108,<0x11><0x12> 능력치 조정
1109,<0x13><0x14> 능력치 선택
1110,종료하려면 <0x15> 누르기
1111,업보 결정 - <0x15> 누르기
1112,<0x11><0x12> 초상화 보기
1113,선택하려면 <0x15> 누르기
1114,예
1115,아니요
1116,캐릭터 종족
1117,캐릭터 성별
1118,직업
1119,캐릭터 초상화
1120,능력치 보너스 배분
1121,누구를 삭제합니까?
1122,누구의 이름을 바꿉니까?
1123,누구의 초상화를 바꿉니까?
1124,취소
1125,이 캐릭터를 삭제하시겠습니까?
1126,예
1127,아니요
1128,새 이름 >
1129,누구를 확인합니까?
1130,생성
1131,확인
1132,삭제
1133,이름
1134,초상화
1135,종료
1200,^_선택 가능한 사람이 없습니다_^
1201,구성원_추가
1202,누구를_확인할까요}
1203,누구를_해산할까요}
1204,나가기
1205,나가기
1206,누구를 추가합니까?
1207,취소
1208,우주의_군주_서클로_입장
1209,게임 불러오기
1210,"당신의 존재를 알아차린 듯,"
1211,성의 문이 열린다...
1212,진입
1213,코스믹 포지의 재앙
1300,옵션은
1301,엔터
1302,키를
1303,누르세요
1500,<0x1B><0x08><0x09><0x0A><0x0B><0x0D>
1501,누가_거래할까요}
1502,구매할_아이템}
1503,^_자금이 부족합니다_^
1504,^_감사합니다<0x16>_^
1505,^_가득 찼습니다_^
1506,나가기
1507,나가기
1508,$의_옵션
1509,구매할_아이템}_나가기_____직업________가격
1510,파티_옵션
1511,누가_시도할까요}
1512,누가_말할까요}
1513,(^):
1514,누가_시전할까요}
1515,누가_사용할까요}
1516,어떤 아이템을 사용합니까?
1517,어떤 아이템을 판매합니까?
1518,^_관심 없습니다_^
1519,누가_가지고_있나요}
1520,구매
1521,판매
1522,주기
1523,나가기
1525,"판매가 $ GP, 수락?"
1526,예
1527,아니요
1528,^_장착됨_^
1529,^_그건 필요합니다<0x16>_^
1530,대화
1531,거래
1532,주문
1533,사용
1534,공동 보관함
1535,훔치기
1536,전투
1537,떠나기
1540,^_소지하고 있지 않습니다_^
1541,^ 공격합니다!
1542,^ 떠납니다...
1543,^ 매혹되었습니다!
1544,^ 효과가 없습니다!
1545,(아무것도 없음)
1546,"""^"""
1547,^ 아이템 획득
1548,^ 최면에 걸렸습니다!
1549,^ 물렸습니다!
1550,무기 (S)
1551,무기 (E)
1552,무기 (T)
1553,무기 (L)
1554,투사체
1555,기타 아이템
1556,투구
1557,몸통 방어구
1558,다리 방어구
1559,건틀릿
1560,장화
1561,방패
1562,마법
1563,마법
1564,특수
1565,특수
1566,마법
1567,사용 불가
1570,^ 움직입니다...
1571,^ 움직입니다...
1572,소매치기 실패
1573,^ 아이템을 훔쳤습니다!
1574,^ 골드를 훔쳤습니다!
1575,소매치기 실패
1576,^ 들켰습니다!
1580,어떤 아이템을 줍니까?
1581,골드를 줍니까?
1582,수량 >
1600,말하는 게 ^인가
1601,아니면 ^?
1602,^ 뭐라고?
1603,그건 모르겠어...
1604,이해가 안 돼...
1605,묻는 게 ^인가?
1606,무슨 말인지 모르겠군...
1607,뭐?
1608,좋다...
1609,그렇게 하지...
1610,기다리고 있다...
1611,신경 쓰지 마...
1612,자네도!
1613,잊어버리지...
1614,뭘 도와달라는 거지?
1615,하하하!
1616,나는 ^을(를) 몰라...
1617,^에 대한 소문을 들었어...
1618,^라는 이름은 몰라...
1619,누구
1620,무엇
1621,언제인지는 몰라...
1622,어디
1623,어느 것인지는 몰라...
1624,왜
1625,어떻게
1626,나는 살아 있지...
1627,나도 모르겠군...
1628,그건 자네 생각이지...
1629,잘됐군...
1630,모르겠어...
1631,그럴지도...
1632,자네 생각일 뿐이야...
1633,계속하게...
1634,해보면 알겠지!
1635,흥미롭군...
1636,알아두면 좋겠군...
1637,생각해 보지...
1638,아무것도 못 들었어...
1639,뭘 찾고 있지?
1640,뭘 내놓을 수 있지?
2000,<0x09><0x0A><0x0B><0x08><0x0D>
2001,<0x1B><0x08><0x09><0x0A><0x0B><0x0D>
2002,파티_옵션
2005,수색
2006,확인
2007,주문
2008,사용
2009,열기
2010,순서
2011,휴식
2012,디스크
2013,나가기
2020,^_아야_^
2021,^_잠겼습니다_^
2022,바위_안에_있습니다
2023,^_너무 어둡습니다_^
2024,(RETURN)을 누르십시오
2025,^_조우_^
2026,누구를_확인할까요}
2027,나가기
2028,나가기
2029,누가_시전할까요}
2030,누구에게_시전할까요}
2031,누가_사용할까요}
2032,누구에게_사용할까요}
2033,$의_옵션
2034,어떤 아이템을 사용합니까?
2035,취소
2036,휴식_중<0x17><0x17><0x17>
2037,행군_순서
2038,대답할_수_있습니다<0x10>
2039,(대답): 
2040,^ 특이한 무언가를 감지했습니다!
2041,달리는_중<0x16>
2042,감지 주문이 빛납니다!
2043,수색_중<0x17><0x17><0x17>
2044,{버튼을_누르세요|
2045,^_아무것도 없습니다_^
2046,^_효과가 없습니다_^
2047,누가_마실까요}
2048,^_효과가 없습니다_^
2049,^_상쾌합니다_^
2050,^_독_^
2051,^_이상합니다_^
2052,낙하구<0x16>
2053,^_물 위가 아닙니다_^
2054,^_비행 중_^
2055,^_실패_^
2056,부유 마법으로 보호됩니다!
2100,강제 개방
2101,자물쇠 따기
2102,나가기
2110,누가_시도할까요}
2111,구르는_중<0x16>_누르세요_~
2112,힘쓰는_중<0x16>_누르세요_~
2113,성공<0x16>
2114,^_실패_^
2115,^_걸림_^
2200,디스크_옵션
2201,게임 저장 후 계속
2202,게임 저장 후 종료
2203,게임 종료 - 저장 안 함
2204,플로피 디스크 포맷
2205,게임 설정
2206,나가기
2250,<0x11><0x12> 설정 변경
2251,<0x13><0x14> 항목 선택
2252,종료하려면 <0x15> 누르기
2257,게임_저장_중<0x17><0x17><0x17>
2258,^_디스크 오류_^
2259,게임_불러오는_중<0x17><0x17><0x17>
2300,사운드
2301,지연
2302,난이도
2303,입력
2304,그래픽 모드
2305,저장 게임 드라이브
2306,시나리오 드라이브
2307,게임_설정_<0x10>_
2308,나가기
2309,나가기
2350,강/강
2351,강/약
2352,강/끔
2353,약/약
2354,약/끔
2355,끔/끔
2356,HD
2357,보통
2358,쉬움
2359,전문가
2360,키보드
2361,마우스
2362,조이스틱
2363,VGA
2364,VGA/EGA 16
2365,MCGA/CGA 4
2366,TANDY 16
2367,HERC (흑백)
2368,16색
2369,모노 (흑백)
2370,16색
2371,HALFBRITE
3000,전투
3001,쳐내기
3002,장착
3003,주문
3004,사용
3005,이동
3006,숨기
3007,도주
3008,숨결
3009,후퇴
3010,취소
3050,휘두르기
3051,찌르기
3052,후려치기
3053,근접전
3054,던지기
3055,주먹질
3056,발차기
3057,채찍질
3058,사격
3100,막기
3101,회피
3102,방어
3103,휴식
3200,침묵!
3201,실패!
3202,역류!
3203,속수무책으로 헛구역질합니다!
3204,앞을 못 보고 비틀거립니다!
3205,알아들을 수 없는 말을 중얼거립니다!
3206,통제할 수 없이 춤춥니다!
3207,히스테릭하게 웃습니다!
3208,날뛰기 시작합니다!
3209,공포에 웅크립니다!
3210,최면에 지배당했습니다!
3211,동료에게 등을 돌립니다!
3212,주문이 튕겨 나갔습니다!
3213,주문 효과가 감소했습니다!
3214,튕겨 나감!
3215,나타납니다!
3216,나타납니다!
3217,아무것도 나타나지 않습니다
3218,안개로 변합니다!
3220,화염 폭풍
3221,독가스
3222,유독 증기
3223,산성 구름
3224,치명적 구름이 약화되었습니다!
3225,공기 방울이 파괴되었습니다!
3226,공기 방울이 약화되었습니다!
3301,빗나감!
3302,적중!
3303,관통 실패
3304,연주합니다
3305,마구 사용합니다
3306,피해
3307,필살
3308,시전합니다
3309,피해
3310,효과 없음!
3311,장비를 변경합니다
3312,발동합니다
3313,사용합니다
3314,주문을 외웁니다
3315,던집니다
3316,실수합니다
3317,실수합니다
3318,소모합니다
3320,등
3321,날개
3322,꼬리
3323,머리
3324,몸통
3325,다리
3326,손
3327,발
3330,몸통
3331,가지
3332,사지
3333,꼬투리
3334,덩굴
3335,뿌리
3336,촉수
3337,몸통
3340,숨결을 내뿜습니다
3341,토해냅니다
3342,토합니다
3343,응시합니다!
3344,내뿜습니다
3345,비명을 지릅니다!
3346,노래합니다!
3347,울부짖습니다!
3350,휘두릅니다
3351,찌릅니다
3352,후려칩니다
3353,근접 공격합니다
3354,던집니다
3355,주먹질합니다
3356,발로 찹니다
3357,채찍질합니다
3358,사격합니다
3375,할큅니다
3376,물어뜯습니다
3377,채찍질합니다
3378,찌릅니다
3379,접촉합니다
3380,붙잡습니다
3381,주먹질합니다
3382,발로 찹니다
3383,짓밟습니다
3384,던집니다
3385,기습 공격
3386,기습
3400,^
3401,^
3402,^
3403,^
3404,^
3405,^
3406,^
3407,^
3408,^
3409,^
3410,^
3411,^
3412,^
3413,^
3414,^
3415,^
3416,^
3417,^
3450,그
3451,그녀
3452,그것
3455,그의
3456,그녀의
3457,그것의
3471,효과 없음!
3472,침묵
3473,공포
3474,잠듭니다
3475,마비
3476,실명
3477,중독
3478,질병
3479,광기에 빠집니다!
3480,구역질
3481,저주!
3482,사망!
3483,필살!
3484,의식을 잃습니다!
3485,석화됩니다!
3486,사망합니다!
3487,짜증
3488,붙잡혔습니다!
3489,시들어 죽습니다!
3490,질식했습니다!
3491,약화
3492,속박!
3493,해제되었습니다!
3494,감속
3495,필살!
3496,예속됨!
3497,사라집니다!
3498,최면에 걸렸습니다!
3500,$의_옵션
3501,$_{공격|
3502,$_{방어|
3503,<0x7F>_몬스터_<0x7F>
3504,어떤 아이템을 사용합니까?
3505,취소
3506,최종_명령
3507,전투 시작
3508,이전으로 돌아가기
3509,옵션 취소
3510, 전진합니다!
3511, 전진합니다!
3512, 도움을 요청합니다!
3513,전진
3514,후퇴
3515,숨기
3516,<0x7F>__소환됨__<0x7F>
3517,도주
3518,사라졌습니다!
3519,나타났습니다!
3520,그림자 속으로!
3521,실패!
3522,멀리!
3523,막혔습니다!
3600,$ 무리?
3602,전투
3603,시전 대상
3604,사용 대상
3605,숨결 대상
3606,취소
3607,나가기
3608,나가기
3609,누구에게_시전할까요}
3610,누구에게_사용할까요}
3611,어디로_이동할까요}
3700,화염
3701,얼음
3702,어둠의 증기
3703,악취
3704,독
3705,거대 바위
3706,산성
3707,흰 안개
3710,눈부신 빛
3750,쇠약
3751,$ 스태미나
3752,$ 생명력
3753,근력
3754,활력
3755,민첩성
3756,속도
3800,커틀러스
3801,더크
3802,레이피어
3803,장검
3804,브로드소드
3805,거대 쇠망치
3806,바위
3807,창=죽음
3808,망치
3809,벌컨 망치
3810,창
3811,지팡이
3812,느릅나무 화살
3813,망치+1.5
3814,플람베르주
3815,전투 도끼
3816,검=마법
3817,피스메이커
3818,신비의 화살
3819,검 퀴진아트
3820,마에나드 랜스
3821,무사도 검
3822,와키자시+1
3823,A.P. 화살
3824,블랙블레이드
3825,처녀 머리
3826,노다치
3827,시켄 슈리
3828,막대=정령
3829,무라마사 검
3830,봉=힘
3831,화염 폭탄
3832,복수의 검
3900,<0x1B><0x08><0x09><0x0A><0x0B><0x0D>
3950,화염
3951,물
3952,대기
3953,대지
3954,정신
3955,마법
3956,취소
3957,비용
4000,에너지 폭발
4001,실명의 섬광
4002,화염구
4003,화염 방패
4004,화염 폭탄
4005,번개
4006,프리즘 미사일
4007,화염 폭풍
4008,핵폭발
4009,냉기의 손길
4010,스태미나
4011,공포
4012,약화
4013,감속
4014,가속
4015,마비 치료
4016,얼음 방패
4017,얼음구
4018,마비
4019,급속 냉동
4020,독
4021,미사일 방어막
4022,악취 폭탄
4023,공기 주머니
4024,침묵
4025,독가스
4026,해독
4027,회오리바람
4028,공기 정화
4029,맹독
4030,부유
4031,유독 증기
4032,유독 연무
4033,질식
4034,죽음의 공기
4035,산성 물보라
4036,가려운 피부
4037,방어 보호막
4038,방향 감지
4039,노크-노크
4040,칼날
4041,판금 갑옷
4042,거미줄
4043,산성 폭탄
4044,갑옷 용해
4045,생명 창조
4046,석화 치료
4047,정신 공격
4048,수면
4049,축복
4050,매혹
4051,경미한 상태 치료
4052,신성 함정
4053,비밀 탐지
4054,감정
4055,몬스터 속박
4056,마음 읽기
4057,정신 안정
4058,사이오닉 폭발
4059,환영
4060,마법사의 눈
4061,죽음
4062,물체 탐지
4063,정신 도려내기
4064,상처 치유
4065,상처 입히기
4066,마법 미사일
4067,언데드 퇴치
4068,마법부여 검
4069,순간이동
4070,마법 보호막
4071,소환
4072,반마법
4073,저주 해제
4074,생명력 흡수
4075,아스트랄 게이트
4076,죽음의 언령
4077,부활
4078,죽음의 소원
4079,성수
4080,회복 음식
4081,마법 음식
5000,몬스터를 물리쳤습니다
5001,모든 생존자가 $ 경험치를 획득합니다
5002,전리품의 각 몫은 $ 골드 가치입니다
5003,모두가 $ 경험치 보너스를 받습니다
5004,% @을(를) 발견했습니다
5005,$ ^
5006,물약
5007,두루마리
5008,가루
5010,"^, $ 레벨이 되었습니다!"
5011,생명력 $을(를) 얻었습니다!
5012,생명력 $을(를) 얻었습니다!
5013,스태미나가 증가했습니다!
5014,$이(가) 증가했습니다!
5015,^의 $이(가) 증가했습니다!
5050,근력
5051,지능
5052,신앙심
5053,활력
5054,민첩성
5055,속도
5056,성격
5057,카르마
5100,<0x1B><0x08><0x09><0x0A><0x0B><0x0D>
5101,<0x7F>__전리품_분배__<0x7F>
5102,아이템 획득 >
5103,없음
5104,무게
5105,누가_가질까요}
5106,나가기
5107,나가기
5108,^_가득 찼습니다_^
5109,^_중요한 아이템_^
5200,<0x0F>___상자<0x16>___<0x0F>
5201,조사
5202,함정 해제
5203,열기
5204,주문
5205,떠나기
5220,누가_해제할까요}
5221,나가기
5222,나가기
5223,누가_조사할까요}
5224,누가_시전할까요}
5225,누가_열까요}
5226,??? 함정 ???
5227,함정이 발동했습니다!
5228,상자에는 함정이 없었습니다
5229,함정을 해제했습니다!
5230,함정을 해제하지 못했습니다!
5231,은(는)
5232,피해를 받습니다
5233,은(는)
5234,상자가 열립니다!
5235,상자가 열리지 않았습니다
5250,침묵
5251,공포
5252,잠듭니다
5253,마비
5254,실명
5255,중독
5256,질병
5257,식물화!
5258,구역질
5259,저주
5260,사망
5261,필살
5262,의식을 잃습니다!
5263,석화됩니다!
5264,사망합니다!
5265,약화
5266,잃음
5267,근력
5268,활력
5269,생명력
5270,환영의 손이 나타납니다!
5271,공격받습니다!
5272,심하게 두들겨 맞습니다!
5273,"목이 졸리고, 짓눌리고, 찌그러집니다!"
5274,환영의 손이 손짓하고 사라집니다...
5275,구역질
5300,함정 없음
5301,보팔 칼날
5302,공포의 구름
5303,경비 경보
5304,독 단검
5305,프리즘 미사일
5306,약화의 광선
5307,주문 무효화장
5308,에너지 흡수
5309,차원문
5310,메두사의 저주
5311,갑옷 용해
5312,환영의 손
5313,유독 증기
5314,화염 폭탄
5315,죽음의 입맞춤
5500,완드&단검
5501,검
5502,도끼
5503,철퇴&도리깨
5504,장병기&지팡이
5505,투척
5506,슬링
5507,활
5508,방패
5509,손&발
5510,수영
5511,정찰
5512,음악
5513,웅변
5514,손재주
5515,자물쇠 및 함정
5516,닌자술
5517,방어
5518,속도
5519,이동
5520,조준
5521,위력
5522,유물
5523,신화학
5524,필사
5525,연금술
5526,신학
5527,신지학
5528,기적술
5529,키리주츠
5530,스킬 포인트
7000,말하다
7001,이다
7002,이다
7003,이다
7004,가지다
7005,원하다
7006,주다
7007,가져가다
7008,사용하다
7009,얻다
7030,누구
7031,무엇
7032,언제
7033,어디
7034,어느
7035,왜
7036,어떻게
7040,아니 
7041,에게 
7050,하다
7051,가능
7052,할 것이다
7053,아마
7054,할 것이다
7055,할 것이다
7056,해야 한다
7070,당신
7071,나
7072,우리
7073,우리
7074,우리
7075,우리
7076,나
7077,당신
7078,나
7079,당신
7090,그것
7091,이것
7092,그것
7093,거기
7094,그
7095,그녀
7096,그
7097,그녀
7098,하나
7099,그들
7100,그들
7120,안녕
7121,잘 가
7122,예
7123,아니요
7124,아마
7125,감사
7126,젠장
7127,잊다
7128,돕다
7129,하하
7140,의
7141,그
7142,에 대해
7143,위해
7144,하나
7145,하나
7146,일부
7160,안녕/여보세요/반갑소/
7161,잘 가/안녕/그만/작별/
7162,예/물론/좋아/응/그래/
7163,아니요/아니/절대 아님/
7164,감사/고마워/
7165,잊어/신경 쓰지 마/
7166,젠장/빌어먹을/제길/
7167,말해/이야기/설명/알다/생각/말하다/말하다/
7168,하다/한다/
7169,얻다/찾다/사다/입수하다/구매하다/
7170,주다/팔다/보여주다/거래하다/흥정하다/
7171,원하다/필요하다/좋아하다/
7172,돕다/지원하다/
7173,하하/웃기다/
7174,누구인지 말해/이름/이름들/
7175,당신/당신의/
7176,가지다/가지고 있다/소유하다/소지하다/보유하다/
7177,무엇을 말해/소문/소문들/힌트/힌트들/단서/단서들/
7178,이다/에 대해/
7179,들어가다/열다/잠금 해제/
7180,하지 마/하지 않는다/
7181,할 수 없다/못한다/
7182,하지 않을 것이다/안 할 것이다/
7183,하지 않을 것이다/안 하겠다/
7184,아니다/아니야/
7185,나는/난/
7186,나는 할 것이다/난 할게/
7187,당신은/넌/
7188,우리는/우린/
7189,그들은/걔들은/
7190,그는/걔는/
7191,그녀는/걔는/
7192,무엇인가/뭐야/
7193,누구인가/누구야/
7194,어디인가/어디야/
7195,어떤가/어때/
7196,언제인가/언제야/
7197,그것은/그건/
8000,!던전%
8002,코스믹 포지의 재앙
8003,지금 그 안에 서 있잖아!
8004,지금 그 안에 서 있잖아!
8005,<0x1F>미궁%
8010,<0x1E>성%
8015,"""상자%"
8017,전리품과 보물이 가득 든 상자
8018,몬스터 소굴 주변을 찾아봐
8019,몬스터 소굴에서 보물 상자를 찾아봐
8020,<0x1F>보물 상자%
8025,"""골드@"
8027,골드로 아이템과 서비스를 살 수 있어
8028,보물 상자를 찾거나 아이템을 팔아
8029,보물 상자 안에 숨겨져 있어
8030,<0x1F>돈^2들
8035,<0x1E>동전%
8040,"""아이템%"
8042,던전에서 아이템을 찾을 수 있어
8043,던전에서 찾거나 거래해서 얻을 수 있어
8044,보물 상자 안에 숨겨져 있어
8045,<0x1F>물건%
8050,<0x1E>유물%
8055,<0x1D>무기%
8060,<0x1C>방어구%
8065,<0x1B>물건%
8070,"""문%"
8072,방과 소굴의 입구를 막고 있어
8073,열쇠를 써봐
8074,던전 곳곳에 있어
8075,<0x1F>관문%
8080,"""열쇠%"
8082,문과 관문의 잠금을 푸는 데 써
8083,던전에서 찾을 수 있을 거야
8084,보물 상자 안이나 바닥에 떨어진 걸 찾을 수도 있어
8085,!탑%
8087,성에는 네 개의 탑이 있어
8088,몇몇 탑을 열려면 열쇠가 필요할지도 몰라
8089,탑은 성의 네 모퉁이에 있어
8090,!소굴%
8092,몬스터는 던전의 소굴에서 살아
8093,문을 열어봐!
8094,던전에는 몬스터 소굴이 가득해
8095,<0x1F>방%
8100, 몬스터%
8101,널 죽이려 드는 모든 생물
8102,몬스터들이 던전의 불청객을 치워주지
8103,지금 가는 길로 계속 가봐
8104,던전 곳곳에 몬스터가 숨어 있어
8105,<0x1F>생물%
8110,!물웅덩이%
8112,물웅덩이에서 헤엄쳐봐
8113,던전을 탐험해봐
8114,던전 안에 있어
8115,!물%
8117,"던전의 물은 도움이 되기도, 위험하기도 해"
8118,던전을 탐험해봐
8119,던전 안에 있어
8120,<0x1F>강%
8125,"""분수%"
8127,분수의 물을 마셔봐
8128,던전을 탐험해봐
8129,던전 안에 있어
8130,"""수영%"
8132,물에서 살아남는 기술
8133,직접 해보면 배워!
8134,던전의 아무 물웅덩이에서나
8135,"""마시기%"
8137,물 한 모금
8138,분수를 찾아봐
8139,분수에서
8140,"""보물%"
8142,"골드, 무기와 방어구"
8143,던전을 탐험하고 보물 상자를 열어봐
8144,몬스터 소굴과 보물 상자에 있어
8145,<0x1F>전리품%
8150,"""마법@"
8152,강력한 힘이지
8153,마법은 우리 주위 어디에나 있어...
8154,마법은 우리 주위 어디에나 있어...
8155,"""코스믹 포지@"
8157,그게 뭔지는 모르겠어...
8158,모르겠어
8159,모르겠어
8160,"""위험%"
8162,몸에 해로운 것
8163,지금 가는 길로 계속 가봐!
8164,어디에나 있어!
8165,<0x1F>위험한@
8170,"""계단%"
8172,계단은 성의 다른 곳으로 이어져
8173,돌아다니다 보면 분명 보게 될 거야
8174,성 곳곳에 있어서 놓치기 어려워
8175,<0x1F>아래층%
8200, 당신@
8201,나는 재의 뱃사공 카론이다
8202,나는 스틱스 강을 건네주는 자다
8203,나는 스틱스 강을 건네주는 자다
8204,스틱스 강
8205,<0x1F>우리^2우리
8210,<0x1E>카론@
8215,"""죽다^1음"
8217,"죽은 자들의 섬, 죽음의 땅"
8218,"죽은 자들의 섬, 죽음의 땅"
8219,"죽은 자들의 섬, 죽음의 땅"
8220,"""재^0들"
8222,죽은 자의 유해
8223,재를 가져오면 사례금으로 500 골드를 주지
8224,죽은 자는 죽은 자들의 섬에 속한다
8225, 왕@
8226,$<0x0E>
8227,$<0x0E>
8228,그건 스스로 답해야 할 질문이다!
8229,죽음의 땅에서 살아 있는 자다!
8230, 조르피투스@
8231,길을 잃고 혼란에 빠진 영혼
8232,길을 잃고 혼란에 빠진 영혼
8233,그건 스스로 답해야 할 질문이다!
8234,그는 죽었지만 아직도 살아 있다!
8235,<0x1F>마법사@
8240, 레베카@
8241,아! 내게 여왕을 보내준 악마의 아이!
8242,아! 내게 여왕을 보내준 악마의 아이!
8243,그건 스스로 답해야 할 질문이다!
8244,왕을 찾으면 그녀도 멀리 있지 않을 것이다!
8245,<0x1F>악마의 아이@
8250, 여왕@
8251,그녀의 영혼은 복수를 부르짖는다!
8252,그녀의 영혼은 복수를 부르짖는다!
8253,그건 스스로 답해야 할 질문이다!
8254,죽음의 땅에서 그녀를 찾을 수 있을 것이다
8255,!스틱스 강@
8257,스틱스 강
8258,길은 여러 가지가 있다...
8259,우리는 지금 그 강가에 있다...
8260,<0x1F>강@
8265,<0x1E>스틱스@
8270, 뱃^0사공
8271,나는 죽은 자들의 뱃사공이다
8272,나는 재를 죽은 자들의 섬으로 실어 나른다
8273,나는 재를 죽은 자들의 섬으로 실어 나른다
8274,스틱스 강
8300, 당신@
8301,사실 난 애벌레라네...
8302,사실 난 애벌레라네...
8303,연기 한 모금 피울 수 있으면 좋겠군!
8304,성의 늪지대
8305,<0x1F>우리^2우리
8310,<0x1E>애벌레@
8315,"""독버섯%"
